Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
1644430081,04-01-2016,4636,3.410000086,3.410000086,0,0,0.779999971,2.599999905,0.029999999,0,16,586,838,3323
1644430081,04-02-2016,20237,14.71000004,14.71000004,0,2.569999933,6.400000095,5.730000019,0.01,34,141,347,918,4029
1644430081,04-03-2016,12912,9.409999847,9.409999847,0,4.829999924,0.769999981,3.789999962,0.029999999,59,16,283,1082,3436
1644430081,04-04-2016,2819,2.049999952,2.049999952,0,0.310000002,0.170000002,1.559999943,0.01,4,4,87,1345,2444
1644430081,04-05-2016,9921,7.210000038,7.210000038,0,0.340000004,1.519999981,5.360000134,0,5,35,219,1181,3098
1644430081,04-06-2016,8046,5.849999905,5.849999905,0,1.289999962,2.119999886,2.450000048,0,18,41,137,1244,2925
1644430081,04-07-2016,11166,8.119999886,8.119999886,0,0.209999993,2.410000086,5.5,0,3,58,230,1149,3202
1644430081,04-08-2016,7842,5.699999809,5.699999809,0,0.479999989,2.410000086,2.809999943,0,7,43,161,1229,2928
1644430081,04-09-2016,13840,10.06000042,10.06000042,0,1.309999943,3.720000029,5.03000021,0,18,81,192,1149,3290
1644430081,04-10-2016,1329,0.970000029,0.970000029,0,0,0,0.970000029,0,0,0,35,207,489
1844505072,04-01-2016,6847,4.53000021,4.53000021,0,0.610000014,0.370000005,3.549999952,0,9,9,251,1171,1969
1844505072,04-02-2016,5367,3.549999952,3.549999952,0,0,0,3.549999952,0,0,0,263,1177,1889
1844505072,04-03-2016,2841,1.879999995,1.879999995,0,0,0,1.879999995,0,0,0,136,1114,1636
1844505072,04-04-2016,0,0,0,0,0,0,0,0,0,0,0,669,1347
1844505072,04-05-2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347
1844505072,04-06-2016,7,0,0,0,0,0,0,0,0,0,1,1439,1349
1844505072,04-07-2016,6344,4.190000057,4.190000057,0,0,0,4.190000057,0,0,0,290,1150,1965
1844505072,04-08-2016,5316,3.50999999,3.50999999,0,0,0,3.50999999,0,0,0,221,1219,1824
1844505072,04-09-2016,4979,3.289999962,3.289999962,0,0,0,3.289999962,0,0,0,184,620,1807
1844505072,04-10-2016,6556,4.340000153,4.340000153,0,0,0,4.329999924,0,0,0,305,810,1971
1844505072,04-11-2016,5430,3.589999914,3.589999914,0,0,0,3.589999914,0,0,0,251,1189,1888
1844505072,04-12-2016,0,0,0,0,0,0,0,0,0,0,0,426,399
1927972279,04-01-2016,4317,2.99000001,2.99000001,0,0,0.370000005,2.619999886,0,0,11,192,854,2590
1927972279,04-02-2016,5662,3.920000076,3.920000076,0,0,0,3.920000076,0,0,0,267,858,2783
1927972279,04-03-2016,3198,2.210000038,2.210000038,0,0,0,2.210000038,0,0,0,146,1183,2449
1927972279,04-04-2016,2352,1.629999995,1.629999995,0,0,0,1.629999995,0,0,0,128,829,2380
1927972279,04-05-2016,2234,1.549999952,1.549999952,0,0,0,1.549999952,0,0,0,108,912,2344
1927972279,04-06-2016,1259,0.870000005,0.870000005,0,0,0,0.870000005,0,0,0,73,938,2202
1927972279,04-07-2016,768,0.529999971,0.529999971,0,0,0,0.529999971,0,0,0,43,1397,2130
1927972279,04-08-2016,519,0.360000014,0.360000014,0,0,0,0.360000014,0,0,0,34,1406,2088
1927972279,04-09-2016,2523,1.75,1.75,0,0,0.370000005,1.379999995,0,0,9,134,1250,2443
1927972279,04-10-2016,2105,1.460000038,1.460000038,0,0,0,1.460000038,0,0,0,139,805,2442
1927972279,04-11-2016,1209,0.839999974,0.839999974,0,0,0,0.839999974,0,0,0,73,842,2255
1927972279,04-12-2016,24,0.02,0.02,0,0,0,0.02,0,0,0,3,161,942
2022484408,04-01-2016,13603,9.600000381,9.600000381,0,5.460000038,0.629999995,3.50999999,0,72,16,213,1139,2645
2022484408,04-02-2016,5477,3.839999914,3.839999914,0,0,0,3.839999914,0,0,0,237,1203,2040
2022484408,04-03-2016,11144,7.820000172,7.820000172,0,1.789999962,0.889999986,5.139999866,0,25,22,279,1114,2395
2022484408,04-04-2016,15313,11,11,0,5.019999981,1.289999962,4.690000057,0,62,19,233,1126,2581
2022484408,04-05-2016,10805,7.590000153,7.590000153,0,0.720000029,0.980000019,5.889999866,0,36,37,298,1069,2735
2022484408,04-06-2016,15392,10.93000031,10.93000031,0,3.430000067,1.75,5.75,0,47,42,258,1093,2733
2022484408,04-07-2016,18247,13.82999992,13.82999992,0,7.110000134,2.210000038,4.510000229,0,72,62,252,1054,3021
2022484408,04-08-2016,13023,9.260000229,9.260000229,0,3.230000019,0.560000002,5.46999979,0,40,12,296,1092,2577
2022484408,04-09-2016,16267,12.59000015,12.59000015,0,5.75,0.469999999,6.369999886,0,44,16,302,1078,2811
2022484408,04-10-2016,10005,7.019999981,7.019999981,0,0.079999998,1.049999952,5.900000095,0,1,23,339,1077,2458
2022484408,04-11-2016,10106,7.090000153,7.090000153,0,1.210000038,0.560000002,5.329999924,0,41,16,272,1111,2568
2022484408,04-12-2016,6717,4.71999979,4.71999979,0,3.230000019,0.219999999,1.269999981,0,41,5,67,551,1140
2026352035,04-01-2016,2605,1.620000005,1.620000005,0,0,0,1.620000005,0,0,0,166,729,1407
2026352035,04-02-2016,1229,0.75999999,0.75999999,0,0,0,0.75999999,0,0,0,69,795,1237
2026352035,04-03-2016,2308,1.429999948,1.429999948,0,0,0,1.429999948,0,0,0,115,720,1330
2026352035,04-04-2016,6679,4.139999866,4.139999866,0,0,0,4.139999866,0,0,0,263,644,1583
2026352035,04-05-2016,5645,3.5,3.5,0,0,0,3.5,0,0,0,248,621,1538
2026352035,04-06-2016,3180,1.970000029,1.970000029,0,0,0,1.970000029,0,0,0,185,738,1421
2026352035,04-07-2016,2767,1.720000029,1.720000029,0,0,0,1.720000029,0,0,0,170,673,1392
2026352035,04-08-2016,3762,2.329999924,2.329999924,0,0,0,2.329999924,0,0,0,173,719,1425
2026352035,04-09-2016,3098,1.919999957,1.919999957,0,0,0,1.919999957,0,0,0,185,700,1413
2026352035,04-10-2016,5142,3.190000057,3.190000057,0,0,0,3.190000057,0,0,0,230,654,1515
2026352035,04-11-2016,3279,2.029999971,2.029999971,0,0,0,2.029999971,0,0,0,164,694,1405
2026352035,04-12-2016,1019,0.629999995,0.629999995,0,0,0,0.629999995,0,0,0,64,223,600
2320127002,04-01-2016,0,0,0,0,0,0,0,0,0,0,0,1440,1324
2320127002,04-02-2016,0,0,0,0,0,0,0,0,0,0,0,1440,1324
2320127002,04-03-2016,0,0,0,0,0,0,0,0,0,0,0,1440,1324
2320127002,04-04-2016,0,0,0,0,0,0,0,0,0,0,0,1440,1324
2320127002,04-05-2016,4931,3.319999933,3.319999933,0,0,0,3.319999933,0,0,0,175,1265,1708
2320127002,04-06-2016,6999,4.71999979,4.71999979,0,0,0,4.71999979,0,0,0,320,1120,1950
2320127002,04-07-2016,1846,1.24000001,1.24000001,0,0,0,1.24000001,0,0,0,93,1347,1508
2320127002,04-08-2016,3417,2.299999952,2.299999952,0,0,0,2.299999952,0,0,0,153,1287,1625
2320127002,04-09-2016,4863,3.279999971,3.279999971,0,0.059999999,0.419999987,2.799999952,0,1,11,208,1220,1772
2320127002,04-10-2016,2277,1.529999971,1.529999971,0,0,0,1.529999971,0,0,0,103,1337,1530
2320127002,04-11-2016,11230,7.670000076,7.670000076,0,0.889999986,0.119999997,6.659999847,0,10,2,390,1038,2206
2320127002,04-12-2016,2098,1.409999967,1.409999967,0,0,0,1.409999967,0,0,0,69,617,790
2347167796,3/29/2016,10272,6.789999962,6.789999962,0,0.159999996,3.119999886,3.5,0,2,58,208,700,2041
2347167796,3/30/2016,10533,7.099999905,7.099999905,0,1.769999981,2.059999943,3.269999981,0,21,35,255,615,2187
2347167796,3/31/2016,6760,4.46999979,4.46999979,0,0,0,4.46999979,0,0,0,250,613,1929
2347167796,04-01-2016,8328,5.510000229,5.510000229,0,0,2,3.5,0,0,33,212,804,1935
2347167796,04-02-2016,15459,10.22000027,10.22000027,0,3.589999914,0.810000002,5.820000172,0,51,16,327,583,2438
2347167796,04-03-2016,7485,4.949999809,4.949999809,0,0,0,4.949999809,0,0,0,324,491,2035
2347167796,04-04-2016,10254,6.800000191,6.800000191,0,1.419999957,1.230000019,4.159999847,0,21,25,231,638,2099
2347167796,04-05-2016,10114,6.820000172,6.820000172,0,1.639999986,0.479999989,4.679999828,0,18,9,269,696,2096
2347167796,04-06-2016,11107,7.340000153,7.340000153,0,0.899999976,2.75999999,3.680000067,0,14,46,196,759,2058
2347167796,04-07-2016,10320,6.849999905,6.849999905,0,0.680000007,1.230000019,4.940000057,0,15,32,315,1002,2338
2347167796,04-08-2016,10209,6.75,6.75,0,0.159999996,0.349999994,6.230000019,0,2,6,316,711,2104
2347167796,04-09-2016,16081,10.63000011,10.63000011,0,1.25,1.820000052,7.559999943,0,16,32,401,970,2488
2347167796,04-10-2016,10078,6.829999924,6.829999924,0,1.019999981,0.119999997,5.690000057,0,12,3,303,463,2164
2347167796,04-11-2016,10001,6.610000134,6.610000134,0,0.330000013,2.930000067,3.359999895,0,5,52,196,788,2009
2347167796,04-12-2016,0,0,0,0,0,0,0,0,0,0,0,425,399
2873212765,04-01-2016,890,0.600000024,0.600000024,0,0,0,0.600000024,0,0,0,41,1399,1335
2873212765,04-02-2016,2214,1.49000001,1.49000001,0,0,0,1.49000001,0,0,0,197,1243,1559
2873212765,04-03-2016,7640,5.130000114,5.130000114,0,0.189999998,0.800000012,4.150000095,0,3,15,315,1107,1845
2873212765,04-04-2016,9713,6.53000021,6.53000021,0,0.340000004,0.889999986,5.289999962,0,6,24,355,1055,2046
2873212765,04-05-2016,8432,5.670000076,5.670000076,0,0,0,5.650000095,0.01,0,0,374,1066,1953
2873212765,04-06-2016,7350,4.940000057,4.940000057,0,0,0,4.940000057,0,0,0,382,1058,1910
2873212765,04-07-2016,9353,6.309999943,6.309999943,0,0.370000005,0.689999998,5.239999771,0,5,17,363,1055,2035
2873212765,04-08-2016,7157,4.809999943,4.809999943,0,0,0,4.809999943,0,0,0,380,1060,1944
2873212765,04-09-2016,14103,9.56000042,9.56000042,0,3.019999981,0.409999996,6.139999866,0.01,46,8,288,1098,2257
2873212765,04-10-2016,5290,3.549999952,3.549999952,0,0.039999999,0.340000004,3.170000076,0,1,8,251,1180,1724
2873212765,04-11-2016,7497,5.039999962,5.039999962,0,0,0,5.039999962,0,0,0,357,882,1741
2873212765,04-12-2016,0,0,0,0,0,0,0,0,0,0,0,1440,0
2891001357,3/29/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1920
2891001357,3/30/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1920
2891001357,3/31/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1920
2891001357,04-01-2016,0,0,0,4.828032017,0,0,0,0,0,660,0,780,4562
2891001357,04-02-2016,4126,3.220000029,0,3.218688011,0,0,3.220000029,0,0,0,720,720,2881
2891001357,04-03-2016,0,0,0,0,0,0,0,0,0,0,0,1440,1920
2891001357,04-04-2016,0,0,0,0,0,0,0,0,0,0,0,1440,1920
2891001357,04-05-2016,2063,1.610000014,0,1.609344006,0,0,1.610000014,0,0,0,630,99,1144
3372868164,04-01-2016,5785,3.950000048,3.950000048,0,0,0,3.910000086,0.039999999,0,0,311,1129,1852
3372868164,04-02-2016,7625,5.230000019,5.230000019,0,1.679999948,0.039999999,3.5,0.01,24,1,341,1074,2069
3372868164,04-03-2016,4706,3.210000038,3.210000038,0,0,0,3.210000038,0,0,0,299,1141,1816
3372868164,04-04-2016,5861,4.019999981,4.019999981,0,1.299999952,0.219999999,2.49000001,0.01,20,7,233,1180,1878
3372868164,04-05-2016,4460,3.039999962,3.039999962,0,0,0,3.019999981,0.029999999,0,0,248,1192,1787
3372868164,04-06-2016,6406,4.389999866,4.389999866,0,0.779999971,0.090000004,3.519999981,0.01,17,4,325,1094,2010
3372868164,04-07-2016,7392,5.099999905,5.099999905,0,0.870000005,0.159999996,4.050000191,0.02,14,9,332,1085,2038
3372868164,04-08-2016,5551,3.789999962,3.789999962,0,0,0,3.769999981,0.01,0,0,282,1158,1815
3372868164,04-09-2016,8827,6.25,6.25,0,1.769999981,0.479999989,4,0.01,21,10,346,1063,2062
3372868164,04-10-2016,4662,3.180000067,3.180000067,0,1.039999962,0.150000006,1.99000001,0,22,4,152,735,1276
3977333714,04-01-2016,4499,3.00999999,3.00999999,0,0,0,3.00999999,0,0,0,168,842,1288
3977333714,04-02-2016,7618,5.099999905,5.099999905,0,0,0.180000007,4.909999847,0,0,6,302,842,1490
3977333714,04-03-2016,11508,7.699999809,7.699999809,0,2.170000076,0.839999974,4.690000057,0,29,22,282,748,1630
3977333714,04-04-2016,11943,7.989999771,7.989999771,0,1.029999971,2.00999999,4.949999809,0,16,43,297,710,1648
3977333714,04-05-2016,12303,8.229999542,8.229999542,0,1.710000038,1.350000024,5.170000076,0,26,32,291,605,1649
3977333714,04-06-2016,15425,10.31999969,10.31999969,0,1.620000005,1.820000052,6.869999886,0,24,45,331,614,1783
3977333714,04-07-2016,8422,5.630000114,5.630000114,0,0,3.599999905,2.039999962,0,0,81,139,815,1431
3977333714,04-08-2016,10226,6.840000153,6.840000153,0,0,4.440000057,2.400000095,0,0,101,174,685,1524
3977333714,04-09-2016,14583,9.760000229,9.760000229,0,2.480000019,1.74000001,5.53000021,0,35,36,254,697,1697
3977333714,04-10-2016,3573,2.390000105,2.390000105,0,0.939999998,0.409999996,0.970000029,0,15,8,99,866,1232
3977333714,04-11-2016,3108,2.140000105,2.140000105,0,0.07,0.039999999,1.960000038,0,1,1,129,894,1223
3977333714,04-12-2016,759,0.569999993,0.569999993,0,0,0,0.569999993,0,0,0,17,187,182
4020332650,03-12-2016,5543,3.970000029,3.970000029,0,0,0,3.960000038,0.01,0,0,254,757,2990
4020332650,3/13/2016,3226,2.309999943,2.309999943,0,0,0,2.279999971,0,0,0,136,771,2480
4020332650,3/14/2016,3023,2.170000076,2.170000076,0,0,0,2.140000105,0,0,0,145,1005,2570
4020332650,3/15/2016,5906,4.230000019,4.230000019,0,0,0.159999996,4.039999962,0,0,10,215,874,3016
4020332650,3/16/2016,12483,8.989999771,8.989999771,0,1.450000048,0.569999993,6.900000095,0,25,14,309,599,3830
4020332650,3/17/2016,8940,6.409999847,6.409999847,0,0,0,0.610000014,0.039999999,0,0,47,986,3706
4020332650,3/18/2016,368,0.25999999,0.25999999,0,0,0,0,0,0,0,0,1440,2024
4020332650,3/19/2016,5702,4.090000153,4.090000153,0,0,0,0,0,0,0,0,1440,2980
4020332650,3/20/2016,10330,7.409999847,7.409999847,0,0,0,0,0,0,0,0,1440,3728
4020332650,3/21/2016,8778,6.289999962,6.289999962,0,0,0,0,0,0,0,0,1440,3348
4020332650,3/22/2016,6662,4.78000021,4.78000021,0,0,0,0,0,0,0,0,1440,3162
4020332650,3/23/2016,6309,4.519999981,4.519999981,0,0,0,0,0,0,0,0,1440,3140
4020332650,3/24/2016,1951,1.409999967,1.409999967,0,0,0,0,0,0,0,0,1440,1980
4020332650,3/25/2016,5563,3.99000001,3.99000001,0,0,0,0,0,0,0,0,1440,3681
4020332650,3/26/2016,4370,3.130000114,3.130000114,0,0,0,0,0,0,0,0,1440,3444
4020332650,3/27/2016,7144,5.119999886,5.119999886,0,0,0,0,0,0,0,0,1440,3510
4020332650,3/28/2016,2106,1.50999999,1.50999999,0,0.02,0.050000001,0.209999993,0,31,45,75,1289,4010
4020332650,3/29/2016,4152,2.980000019,2.980000019,0,0,0,2.960000038,0,0,0,187,1253,2976
4020332650,3/30/2016,5400,3.869999886,3.869999886,0,0,0,3.849999905,0,0,0,258,795,3418
4020332650,3/31/2016,7428,5.329999924,5.329999924,0,0.870000005,0.920000017,3.50999999,0,18,33,261,860,3439
4020332650,04-01-2016,5351,3.839999914,3.839999914,0,0.620000005,0.180000007,3.00999999,0,15,17,210,748,3338
4020332650,04-02-2016,4299,3.099999905,3.099999905,0,0.090000004,0.209999993,2.74000001,0.039999999,3,15,162,752,2892
4020332650,04-03-2016,6107,4.380000114,4.380000114,0,0,0,4.360000134,0,0,0,265,776,3313
4020332650,04-04-2016,6429,4.599999905,4.599999905,0,0,0.949999988,3.650000095,0,0,28,193,741,3118
4020332650,04-05-2016,6880,4.929999828,4.929999828,0,0.5,0.75999999,3.650000095,0,7,19,165,1249,2966
4020332650,04-06-2016,7476,5.360000134,5.360000134,0,0,0,5.309999943,0,0,0,263,920,3253
4020332650,04-07-2016,6581,4.71999979,4.71999979,0,0,0.289999992,4.389999866,0,0,8,241,1191,3032
4020332650,04-08-2016,10480,7.510000229,7.510000229,0,0.409999996,1.470000029,5.010000229,0.039999999,6,37,272,1125,4034
4020332650,04-09-2016,7734,5.550000191,5.550000191,0,1.159999967,0.49000001,3.819999933,0.059999999,20,12,223,1185,3264
4020332650,04-10-2016,5129,3.680000067,3.680000067,0,0.180000007,0.239999995,3.210000038,0.01,5,7,176,1178,2817
4020332650,04-11-2016,2993,2.150000095,2.150000095,0,0,0,2.089999914,0,0,0,114,888,2507
4020332650,04-12-2016,8,0.01,0.01,0,0,0,0.01,0,0,0,1,321,446
4057192912,03-12-2016,0,0,0,0,0,0,0,0,0,0,0,1440,1777
4057192912,3/13/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1777
4057192912,3/14/2016,8433,6.230000019,6.230000019,0,2.450000048,0.330000013,3.440000057,0,30,7,135,1268,2453
4057192912,3/15/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776
4057192912,3/16/2016,2139,1.559999943,1.559999943,0,0,1.299999952,0.25999999,0,0,28,15,1397,1935
4057192912,3/17/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776
4057192912,3/18/2016,949,0.689999998,0.689999998,0,0,0,0.689999998,0,0,0,34,1406,1870
4057192912,3/19/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1777
4057192912,3/20/2016,44,0.029999999,0.029999999,0,0,0,0.029999999,0,0,0,2,1438,1782
4057192912,3/21/2016,2660,1.940000057,1.940000057,0,0,0,1.940000057,0,0,0,46,1394,1978
4057192912,3/22/2016,5561,4.190000057,4.190000057,0,0,0,4.070000172,0,0,0,169,1271,2296
4057192912,3/23/2016,7239,5.340000153,5.340000153,0,0.550000012,0.360000014,4.380000114,0,7,7,190,1236,2484
4057192912,3/24/2016,7,0.01,0.01,0,0,0,0.01,0,0,0,1,1439,1787
4057192912,3/25/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776
4057192912,3/26/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776
4057192912,3/27/2016,2275,1.679999948,1.679999948,0,0,0,1.659999967,0,0,0,86,1354,2005
4057192912,3/28/2016,8,0.01,0.01,0,0,0,0.01,0,0,0,1,1439,1778
4057192912,3/29/2016,5137,3.75999999,3.75999999,0,0,0,3.75999999,0,0,0,160,1280,2293
4057192912,3/30/2016,5419,4,4.570000172,0.055842999,0,0,3.910000086,0.059999999,0,0,145,1295,2259
4057192912,3/31/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776
4057192912,04-01-2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776
4057192912,04-02-2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776
4057192912,04-03-2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776
4057192912,04-04-2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776
4057192912,04-05-2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776
4057192912,04-06-2016,18,0.01,0.01,0,0,0,0.01,0,0,0,2,1438,1780
4057192912,04-07-2016,4,0,0,0,0,0,0,0,0,0,1,1439,1778
4057192912,04-08-2016,8426,6.159999847,6.159999847,0,0.129999995,5.489999771,0.540000021,0,2,120,25,1293,2360
4057192912,04-09-2016,1650,1.210000038,1.210000038,0,0,0,1.210000038,0,0,0,60,1380,1952
4057192912,04-10-2016,3434,2.50999999,2.50999999,0,0.07,0.300000012,2.140000105,0,1,7,108,1324,2101
4057192912,04-11-2016,6801,4.980000019,4.980000019,0,0,0,4.96999979,0,0,0,193,1247,2393
4057192912,04-12-2016,187,0.140000001,0.140000001,0,0,0,0.140000001,0,0,0,11,400,538
4319703577,3/29/2016,5643,3.789999962,3.789999962,0,0.230000004,0.330000013,3.230000019,0,3,8,199,683,1958
4319703577,3/30/2016,9043,6.070000172,6.070000172,0,0.25,0.430000007,5.369999886,0,4,12,244,702,2141
4319703577,3/31/2016,8144,5.460000038,5.460000038,0,0.25,0.610000014,4.610000134,0,4,17,247,1125,2129
4319703577,04-01-2016,9343,6.269999981,6.269999981,0,0.959999979,0.850000024,4.460000038,0,14,20,268,654,2216
4319703577,04-02-2016,8405,5.659999847,5.659999847,0,1.129999995,0.189999998,4.340000153,0,15,4,257,621,2154
4319703577,04-03-2016,8223,5.519999981,5.519999981,0,0.800000012,1.50999999,3.210000038,0,12,37,257,551,2178
4319703577,04-04-2016,10067,6.760000229,6.760000229,0,0.360000014,1.419999957,4.96999979,0,5,39,313,578,2308
4319703577,04-05-2016,8359,5.630000114,5.630000114,0,0.230000004,0.529999971,4.869999886,0,3,14,311,638,2201
4319703577,04-06-2016,10946,7.349999905,7.349999905,0,0.540000021,2.089999914,4.71999979,0,8,51,308,569,2341
4319703577,04-07-2016,9130,6.150000095,6.150000095,0,0.5,0.379999995,5.269999981,0,7,11,304,668,2236
4319703577,04-08-2016,6544,4.409999847,4.409999847,0,0.289999992,0.25999999,3.859999895,0,4,6,276,1132,2069
4319703577,04-09-2016,0,0,0,0,0,0,0,0,0,0,0,1440,0
4388161847,3/29/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1878
4388161847,3/30/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1878
4388161847,3/31/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1878
4388161847,04-01-2016,0,0,0,0,0,0,0,0,0,0,0,1440,1878
4388161847,04-02-2016,0,0,0,0,0,0,0,0,0,0,0,1440,1878
4388161847,04-03-2016,0,0,0,0,0,0,0,0,0,0,0,1440,1878
4388161847,04-04-2016,0,0,0,0,0,0,0,0,0,0,0,1440,1878
4388161847,04-05-2016,0,0,0,0,0,0,0,0,0,0,0,994,1296
4445114986,3/29/2016,2303,1.549999952,1.549999952,0,0,0,1.549999952,0,0,0,155,807,2010
4445114986,3/30/2016,2600,1.74000001,1.74000001,0,0,0,1.74000001,0,0,0,163,1277,2032
4445114986,3/31/2016,4804,3.220000029,3.220000029,0,0,0,3.220000029,0,0,0,238,786,2227
4445114986,04-01-2016,3271,2.190000057,2.190000057,0,0,0,2.190000057,0,0,0,205,898,2133
4445114986,04-02-2016,5406,3.630000114,3.630000114,0,0,0,3.609999895,0,0,0,273,672,2317
4445114986,04-03-2016,3146,2.109999895,2.109999895,0,0,0,2.109999895,0,0,0,171,1269,2058
4445114986,04-04-2016,2422,1.629999995,1.629999995,0,0,0,1.629999995,0,0,0,110,1330,1935
4445114986,04-05-2016,4239,2.839999914,2.839999914,0,0.059999999,0.239999995,2.529999971,0,1,6,235,702,2217
